"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address3","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predict","profitMargin","buy"
"1606",6843,NA,NA,"T","N","F",NA,NA,NA,NA,"SW19","D",115,6,4.3,1.7,195,73,"Good","owner-occupied",51.417971,-0.200784,55,19,3,"merton park","Thames Water",75100,"Merton","light_rail",0,0,1,0.3585478,1044000,865191.639780609,-0.171272375689072,0
"1607",3038,NA,NA,"T","N","F",NA,NA,NA,NA,"SE20","D",112,5,5.4,2.4,273,117,"Good","owner-occupied",51.418491,-0.05601,84,42,4,"penge east","Thames Water",43100,"Bromley","rail",0,1,0,0.3162926,642000,531523.76424118,-0.172081364110311,0
"1608",5692,NA,NA,"T","N","F",NA,NA,NA,NA,"N4","C",135,5,4,2,166,81,"Average","owner-occupied",51.582036,-0.103554,112,35,3,"harringay","Thames Water",50000,"Hackney","rail",0,1,0,0.3827824,1062000,879247.785489267,-0.172083064511048,0
"1609",7132,NA,NA,"T","N","F",NA,NA,NA,NA,"BR1","E",76,4,5,0.8,376,59,"Average","owner-occupied",51.411628,0.018057,101,68,4,"bromley north","Thames Water",56100,"Bromley","rail",0,1,0,0.2336464,478000,395654.051567627,-0.172271858645132,0
"1610",4072,NA,NA,"F","N","L",NA,NA,NA,NA,"SW17","E",60.57,2,4.2,3.4,356,287,"Average","owner-occupied",51.438097,-0.148312,239,36,3,"balham","Thames Water",61600,"Wandsworth","tube",1,1,0,0.5990296,489000,404565.425984588,-0.172667840522315,0
"1611",4946,NA,NA,"F","N","L",NA,NA,NA,NA,"CR0","B",50,2,0.8,0.8,96,96,"Good","owner-occupied",51.390824,-0.103411,128,51,4,"selhurst","Thames Water",46100,"Croydon","rail",0,1,0,0.7941492,248000,205125.594247284,-0.172880668357727,0
"1612",1349,NA,NA,"F","N","L",NA,NA,NA,NA,"CR8","D",64,3,3.3,3.3,294,289,"Average","owner-occupied",51.325056,-0.103711,78,100,6,"kenley","SES Water",60700,"Croydon","rail",0,1,0,0.1976052,313000,258767.959356949,-0.173265305568853,0
"1613",15436,NA,NA,"T","N","F",NA,NA,NA,NA,"N4","C",205,5,5.4,3.9,149,107,"Good","owner-occupied",51.564791,-0.094821,245,30,2,"finsbury park","Thames Water",60500,"Hackney","tube",2,1,0,0.6518486,1873000,1548442.18015967,-0.173282338409144,0
"1614",14573,NA,NA,"T","N","F",NA,NA,NA,NA,"SW13","E",153,6,7.6,3.2,279,116,"Poor","owner-occupied",51.473787,-0.238662,89,8,3,"barnes","Thames Water",65600,"Richmond upon Thames","rail",0,1,0,0.5362682,1645000,1359035.51860636,-0.173838590512853,0
"1615",10643,NA,NA,"F","N","L",NA,NA,NA,NA,"SE21","D",61,3,3.3,1.5,284,125,"Very Poor","owner-occupied",51.440203,-0.100629,98,50,3,"tulse hill","Thames Water",58200,"Southwark","rail",0,1,0,0.3865108,495000,408739.347796421,-0.174263943845615,0
"1616",6534,NA,NA,"T","N","F",NA,NA,NA,NA,"W4","C",141,6,3.4,1.7,137,68,"Good","owner-occupied",51.499778,-0.258724,84,10,2,"turnham green","Thames Water",72900,"Hounslow","tube",2,0,0,0.456729,1586000,1309530.52637069,-0.17431870972844,0
"1617",1125,NA,NA,"S","N","F",NA,NA,NA,NA,"RM11","E",93,6,5.9,1.7,357,101,"Good","owner-occupied",51.563539,0.225672,44,29,6,"emerson park","Essex & Suffolk Water",43600,"Havering","light_rail",0,0,1,0.6512272,507000,418363.322350174,-0.174825794181116,0
"1618",11738,NA,NA,"F","N","L",NA,NA,NA,NA,"HA0","D",61,3,2.5,1.5,213,126,"Average","owner-occupied",51.563367,-0.308205,69,50,4,"north wembley","Affinity Water",50600,"Brent","tube",2,0,1,0.1969838,342000,282119.030750958,-0.175090553359773,0
"1619",4541,NA,NA,"T","N","F",NA,NA,NA,NA,"BR1","D",72,4,3.2,1,256,80,"Average","owner-occupied",51.409416,0.025854,71,73,4,"bromley north","Thames Water",56100,"Bromley","rail",0,1,0,0.7034248,446000,367905.38308833,-0.175100037918544,0
"1620",7858,NA,NA,"D","N","F",NA,NA,NA,NA,"CR0","E",146.9,7,5.5,5.3,167,158,"Average","owner-occupied",51.379107,-0.051357,63,65,3,"woodside","Thames Water",56200,"Croydon","light_rail",0,0,1,1.2527424,918000,756842.299850594,-0.175553050271684,0
"1621",6206,NA,NA,"F","N","L",NA,NA,NA,NA,"E14","C",65,3,2.1,2.1,193,195,"Good","rental (private)",51.500302,-0.027173,104,5,2,"heron quays","Thames Water",85200,"Tower Hamlets","light_rail",0,0,1,0.556153,565000,465716.901636095,-0.175722297989212,0
"1622",15196,NA,NA,"F","N","L",NA,NA,NA,NA,"TW3","C",44,2,1.5,1.5,198,203,"Average","owner-occupied",51.47139,-0.354703,197,21,4,"hounslow east","Thames Water",51600,"Hounslow","tube",1,0,0,0.2721732,240000,197790.462059136,-0.175873074753602,0
"1623",12942,NA,NA,"S","N","F",NA,NA,NA,NA,"KT5","D",96.35,6,6,5.5,212,197,"Average","owner-occupied",51.395076,-0.281719,67,24,5,"berrylands","Thames Water",64600,"Kingston upon Thames","rail",0,1,0,0.4045314,822000,677401.189988709,-0.175910961084296,0
"1624",3943,NA,NA,"D","N","F",NA,NA,NA,NA,"BR6","E",133,7,9.2,2.5,395,104,"Average","owner-occupied",51.376908,0.095288,50,74,6,"orpington","Thames Water",59500,"Bromley","rail",0,1,0,0.6344494,820000,675540.345646166,-0.176170310187603,0
"1625",7891,NA,NA,"F","N","L",NA,NA,NA,NA,"SW9","E",76,5,4.7,1.9,325,134,"Good","rental (social)",51.467502,-0.11552,235,12,2,"brixton","Thames Water",44500,"Lambeth","tube",1,1,0,0.4610788,552000,454745.742258069,-0.176185249532483,0
"1626",3071,NA,NA,"D","N","F",NA,NA,NA,NA,"SW18","E",169,9,8.3,4,279,132,"Poor","owner-occupied",51.449499,-0.21139,98,30,3,"southfields","Thames Water",71300,"Wandsworth","tube",1,0,0,0.3958318,1668000,1372808.93331828,-0.176973061559784,0
"1627",11285,NA,NA,"F","N","L",NA,NA,NA,NA,"CR0","B",60,3,1.1,1.1,100,93,"Good","owner-occupied",51.386765,-0.092685,111,53,4,"selhurst","Thames Water",46000,"Croydon","rail",0,1,0,0.484692,294000,241784.184064956,-0.177604816105594,0
"1628",13887,NA,NA,"F","N","L",NA,NA,NA,NA,"DA17","C",44.52,2,1.8,1.5,208,176,"Average","owner-occupied",51.485876,0.145996,71,52,5,"belvedere","Thames Water",45700,"Bexley","rail",0,1,0,0.692861,195000,160333.518951121,-0.177776825891688,0
"1629",4083,NA,NA,"F","N","L",NA,NA,NA,NA,"RM1","C",50,3,1.7,1.3,194,151,"Average","owner-occupied",51.57813,0.193321,113,26,6,"romford","Essex & Suffolk Water",43400,"Havering","light_rail",0,1,1,0.5244616,245000,201397.517372658,-0.177969316846294,0
"1630",1,NA,NA,"T","N","F",NA,NA,NA,NA,"DA8","D",42.65,2,3.3,3.1,509,489,"Average","rental (private)",51.484852,0.173747,115,5,6,"erith","Thames Water",45100,"Bexley","rail",0,1,0,0.8687172,245000,201376.772183032,-0.178053991089666,0
"1631",2366,NA,NA,"T","N","F",NA,NA,NA,NA,"SW11","C",99.98,4,3.6,3.5,171,163,"Average","owner-occupied",51.470505,-0.152788,134,4,2,"queenstown road","Thames Water",58900,"Wandsworth","rail",0,1,0,0.6145646,1033000,849050.403442409,-0.178073181565915,0
"1632",2061,NA,NA,"T","N","F",NA,NA,NA,NA,"SW19","D",118,6,6,5.8,220,211,"Very Poor","owner-occupied",51.417176,-0.201146,91,19,3,"merton park","Thames Water",75100,"Merton","light_rail",0,0,1,0.267202,1279000,1051232.61875072,-0.178082393470896,0
"1633",8615,NA,NA,"F","N","L",NA,NA,NA,NA,"NW7","B",64,3,1.3,1.3,119,119,"Average","owner-occupied",51.614406,-0.205218,55,87,4,"mill hill east","Affinity Water",55000,"Barnet","tube",1,0,0,0.5660954,418000,343450.825955048,-0.178347306327638,0
"1634",10708,NA,NA,"T","N","F",NA,NA,NA,NA,"BR3","D",99,6,4.4,2.7,250,154,"Average","owner-occupied",51.399132,-0.034563,46,40,5,"eden park","Thames Water",59500,"Bromley","rail",0,1,0,0.9370712,586000,480987.275355497,-0.179202601782428,0
"1635",12289,NA,NA,"T","N","F",NA,NA,NA,NA,"SW18","E",112.6,6,7.8,6.9,312,275,"Average","owner-occupied",51.446559,-0.188005,106,11,3,"earlsfield","Thames Water",71900,"Wandsworth","rail",0,1,0,0.391482,1242000,1019310.79493293,-0.179298876865595,0
"1636",4747,NA,NA,"T","N","F",NA,NA,NA,NA,"N1","E",137.61,5,9.8,8.4,392,332,"Very Poor","owner-occupied",51.543111,-0.097111,34,31,2,"essex road","Thames Water",53300,"Islington","rail",0,1,0,0.1416792,1775000,1456385.78208179,-0.179500967841243,0
"1637",11165,NA,NA,"F","N","L",NA,NA,NA,NA,"UB8","E",43,2,3.1,2.1,417,283,"Average","owner-occupied",51.523684,-0.483776,71,30,6,"west drayton","Affinity Water",51700,"Hillingdon","rail",0,1,0,1.1912238,216000,177196.245573883,-0.179647011232021,0
"1638",9111,NA,NA,"T","N","F",NA,NA,NA,NA,"N13","D",88,4,3.3,1.2,216,76,"Average","owner-occupied",51.621335,-0.088178,176,25,4,"silver street","Thames Water",46200,"Enfield","light_rail",0,0,1,1.224158,527000,432015.373542432,-0.180236482841684,0
"1639",4972,NA,NA,"F","N","L",NA,NA,NA,NA,"W5","C",66,3,1.4,1.1,124,100,"Average","rental (private)",51.514018,-0.290152,224,34,3,"ealing common","Thames Water",58600,"Ealing","tube",2,0,0,0.338663,501000,410632.749177681,-0.180373754136366,0
"1640",13639,NA,NA,"F","N","L",NA,NA,NA,NA,"IG1","C",60,3,2,1.5,193,143,"Good","owner-occupied",51.569555,0.060642,120,19,4,"gants hill","Thames Water",50200,"Redbridge","tube",1,0,0,0.7028034,331000,271097.934598404,-0.180973007255576,0
"1641",10459,NA,NA,"F","N","L",NA,NA,NA,NA,"SE5","C",50,3,1.6,0.9,179,106,"Good","rental (private)",51.471184,-0.079199,118,21,2,"peckham rye","Thames Water",56300,"Southwark","light_rail",0,1,1,0.487799,451000,369318.990471954,-0.181110885871499,0
"1642",11694,NA,NA,"S","N","F",NA,NA,NA,NA,"DA17","E",88,4,5.1,1.3,330,84,"Average","owner-occupied",51.479274,0.146061,42,45,5,"belvedere","Thames Water",50100,"Bexley","rail",0,1,0,1.3409812,436000,357004.189991331,-0.181183050478599,0
"1643",7881,NA,NA,"S","N","F",NA,NA,NA,NA,"BR6","D",91,5,4,2.3,248,138,"Good","owner-occupied",51.371974,0.11216,56,81,6,"orpington","Thames Water",50900,"Bromley","rail",0,1,0,1.2477712,505000,413082.153822705,-0.182015536984743,0
"1644",5094,NA,NA,"F","N","L",NA,NA,NA,NA,"N1","D",64,3,3.1,1.5,276,134,"Very Poor","owner-occupied",51.544562,-0.088456,125,24,2,"canonbury","Thames Water",56000,"Islington","light_rail",0,0,1,0.5275686,677000,553507.756719679,-0.182410994505644,0
"1645",13773,NA,NA,"T","N","F",NA,NA,NA,NA,"N8","D",211,9,9.5,6.3,254,167,"Very Poor","owner-occupied",51.580987,-0.119979,59,47,3,"hornsey","Thames Water",65500,"Haringey","rail",0,1,0,0.7320092,1965000,1605508.64765999,-0.182947253099243,0
"1646",15700,NA,NA,"F","N","L",NA,NA,NA,NA,"KT4","D",36,3,2.4,2.1,312,276,"Poor","owner-occupied",51.380596,-0.239741,90,25,4,"worcester park","SES Water",61700,"Sutton","rail",0,1,0,0.397696,295000,240972.124273694,-0.183145341445104,0
"1647",5862,NA,NA,"S","N","F",NA,NA,NA,NA,"SW13","D",180,4,5.5,3,174,93,"Good","owner-occupied",51.476501,-0.232515,12,6,3,"barnes","Thames Water",65600,"Richmond upon Thames","rail",0,1,0,0.9457708,1937000,1581567.02254385,-0.183496632656762,0
"1648",6240,NA,NA,"T","N","F",NA,NA,NA,NA,"DA15","D",79,4,3.3,1.2,218,77,"Average","owner-occupied",51.438258,0.08772,93,37,5,"sidcup","Thames Water",59300,"Bexley","rail",0,1,0,0.7388446,442000,360728.215315336,-0.183872816028651,0
"1649",15755,NA,NA,"S","N","F",NA,NA,NA,NA,"SW19","E",120,6,6.4,2.3,303,105,"Average","owner-occupied",51.41417,-0.209821,75,19,3,"dundonald road","Thames Water",72900,"Merton","light_rail",0,0,1,0.385268,1029000,839547.722619321,-0.18411300036995,0
"1650",7131,NA,NA,"F","N","L",NA,NA,NA,NA,"SW1V","D",60,3,2.9,1.4,289,138,"Very Poor","owner-occupied",51.490982,-0.140336,109,12,1,"pimlico","Thames Water",61900,"Westminster","tube",1,0,0,0.419445,864000,704572.340497739,-0.184522754053543,0
"1651",5629,NA,NA,"D","N","F",NA,NA,NA,NA,"SE24","D",159.46,10,7.1,6.9,193,189,"Good","rental (private)",51.456329,-0.089697,86,33,2,"north dulwich","Thames Water",53800,"Lambeth","rail",0,1,0,0.1249014,1559000,1271069.15203435,-0.184689447059428,0
"1652",3903,NA,NA,"T","N","F",NA,NA,NA,NA,"RM9","E",73,4,4.4,1.1,314,74,"Average","rental (social)",51.550926,0.130435,130,10,5,"becontree","Essex & Suffolk Water",40900,"Barking and Dagenham","tube",1,0,0,0.9463922,351000,286168.374885024,-0.184705484658051,0
"1653",4923,NA,NA,"F","N","L",NA,NA,NA,NA,"IG5","C",51,2,1.1,1.1,115,109,"Good","owner-occupied",51.587769,0.055807,36,31,4,"gants hill","Thames Water",55300,"Redbridge","tube",1,0,0,0.944528,323000,263266.210868795,-0.184934331675559,0
"1654",10015,NA,NA,"T","N","F",NA,NA,NA,NA,"UB8","C",83,5,2.5,1.2,168,79,"Good","owner-occupied",51.525586,-0.477918,45,33,6,"west drayton","Affinity Water",51700,"Hillingdon","rail",0,1,0,1.1738246,480000,391051.575120148,-0.185309218499692,0
"1655",12962,NA,NA,"T","N","F",NA,NA,NA,NA,"BR7","D",86,5,3.5,1.9,231,120,"Average","owner-occupied",51.422594,0.070436,73,74,4,"new eltham","Thames Water",55000,"Bromley","rail",0,1,0,1.5559856,489000,398371.973980111,-0.18533338654374,0
"1656",1812,NA,NA,"D","N","F",NA,NA,NA,NA,"BR2","D",169,6,8.1,4.9,274,162,"Average","owner-occupied",51.394193,0.009571,46,61,5,"bromley south","Thames Water",63100,"Bromley","rail",0,1,0,0.6735976,1105000,899615.413785675,-0.185868403813869,0
"1657",11973,NA,NA,"T","N","F",NA,NA,NA,NA,"SW18","C",127,4,3.7,2.1,167,92,"Good","owner-occupied",51.441394,-0.195922,103,12,3,"earlsfield","Thames Water",75000,"Wandsworth","rail",0,1,0,0.5101694,1204000,980091.875148947,-0.185970203364662,0
"1658",10762,NA,NA,"T","N","F",NA,NA,NA,NA,"N2","D",164,6,6,2.9,207,100,"Good","owner-occupied",51.588261,-0.162509,84,87,3,"east finchley","Affinity Water",58600,"Barnet","tube",1,0,0,0.1901484,1436000,1168755.45300318,-0.186103444983855,0
"1659",13959,NA,NA,"F","N","L",NA,NA,NA,NA,"HA1","C",24.79,2,1.6,1.5,388,359,"Very Poor","rental (social)",51.585176,-0.337303,125,64,5,"harrow-on-the-hill","Affinity Water",56000,"Brent","tube",1,1,0,0.4902846,237000,192874.609810099,-0.186183080970046,0
"1660",248,NA,NA,"T","N","F",NA,NA,NA,NA,"W14","C",247,5,6.3,5.5,144,127,"Average","owner-occupied",51.497667,-0.216996,78,9,2,"kensington (olympia)","Thames Water",58100,"Kensington and Chelsea","tube",1,1,1,0.3305848,3754000,3054779.87247629,-0.186260023314787,0
"1661",867,NA,NA,"S","N","F",NA,NA,NA,NA,"DA16","F",83,4,6.9,3.2,472,215,"Average","owner-occupied",51.466798,0.119517,78,46,5,"bexleyheath","Thames Water",51300,"Bexley","rail",0,1,0,0.7040462,452000,367218.68170645,-0.187569288260067,0
"1662",1023,NA,NA,"S","N","F",NA,NA,NA,NA,"E17","E",73.7,4,4.6,4.1,324,289,"Average","rental (private)",51.599632,-0.030293,66,14,3,"blackhorse road","Thames Water",44100,"Waltham Forest","tube",1,0,1,1.3074256,593000,481640.707018778,-0.18778970148604,0
"1663",2317,NA,NA,"T","N","F",NA,NA,NA,NA,"KT4","C",58,3,1.8,0.3,174,30,"Average","owner-occupied",51.379884,-0.22661,38,35,4,"worcester park","SES Water",55400,"Sutton","rail",0,1,0,1.2229152,401000,325693.140557458,-0.18779765447018,0
"1664",3959,NA,NA,"F","N","L",NA,NA,NA,NA,"N14","C",54,3,1.5,1.2,149,120,"Good","owner-occupied",51.628173,-0.126323,68,71,4,"southgate","Thames Water",47600,"Enfield","tube",1,0,0,0.3815396,383000,310957.647566133,-0.188100136903047,0
"1665",13342,NA,NA,"F","N","L",NA,NA,NA,NA,"RM12","C",44,2,1.8,1.5,248,205,"Average","owner-occupied",51.560871,0.221129,52,29,6,"hornchurch","Essex & Suffolk Water",43600,"Havering","tube",1,0,0,0.4126096,222000,180235.591579465,-0.188127965858265,0
"1666",14863,NA,NA,"S","N","F",NA,NA,NA,NA,"DA16","D",88,5,4.9,2.3,313,144,"Average","owner-occupied",51.469755,0.09712,88,57,4,"welling","Thames Water",49400,"Bexley","rail",0,1,0,0.5642312,480000,389670.491167319,-0.188186476734752,0
"1667",3243,NA,NA,"T","N","F",NA,NA,NA,NA,"BR3","C",101.73,7,4.6,4.6,222,222,"Poor","owner-occupied",51.40576,-0.039972,50,30,4,"clock house","Thames Water",59500,"Bromley","rail",0,1,0,0.3877536,762000,618418.575254466,-0.188427066595189,0
"1668",9581,NA,NA,"F","N","L",NA,NA,NA,NA,"IG6","C",54,2,2,1.7,215,180,"Average","rental (social)",51.610984,0.117272,130,46,4,"grange hill","Thames Water",41800,"Redbridge","tube",1,0,0,1.4111994,257000,208569.89477502,-0.188443989202257,0
"1669",1764,NA,NA,"T","N","F",NA,NA,NA,NA,"UB7","C",75,4,2.6,1.2,198,90,"Good","owner-occupied",51.507344,-0.451969,93,32,6,"west drayton","Affinity Water",50300,"Hillingdon","rail",0,1,0,1.3683228,465000,377239.42879708,-0.188732411189074,0
"1670",5614,NA,NA,"T","N","F",NA,NA,NA,NA,"SE12","D",87.36,5,4.5,4.3,195,188,"Average","owner-occupied",51.449736,0.00513,95,21,3,"hither green","Thames Water",63700,"Lewisham","rail",0,1,0,0.525083,728000,590521.29120651,-0.188844380210838,0
"1671",11796,NA,NA,"T","N","F",NA,NA,NA,NA,"SE25","C",90,5,2.8,1,177,61,"Average","rental (private)",51.40039,-0.086652,104,60,4,"selhurst","Thames Water",53400,"Croydon","rail",0,1,0,0.6941038,479000,388371.679692723,-0.189203173919159,0
"1672",9046,NA,NA,"F","N","L",NA,NA,NA,NA,"CR2","C",65,3,2,1.7,172,152,"Good","owner-occupied",51.347764,-0.106593,60,91,6,"purley oaks","Thames Water",58600,"Croydon","rail",0,1,0,0.5797662,315000,255375.954117816,-0.189282685340268,0
"1673",7828,NA,NA,"D","N","F",NA,NA,NA,NA,"CR0","C",236,8,6.9,4.7,166,113,"Good","owner-occupied",51.369768,-0.089308,126,84,5,"south croydon","Thames Water",58200,"Croydon","rail",0,1,0,0.5822518,1289000,1044868.04115835,-0.189396399411679,0
"1674",15421,NA,NA,"F","N","L",NA,NA,NA,NA,"SW16","C",59,3,1.6,1.4,144,122,"Good","owner-occupied",51.418822,-0.12654,24,45,3,"streatham common","Thames Water",57700,"Croydon","rail",0,1,0,0.5225974,425000,344451.23255002,-0.189526511647012,0
"1675",7578,NA,NA,"T","N","F",NA,NA,NA,NA,"N13","G",98,5,8.4,1.2,484,62,"Good","owner-occupied",51.621908,-0.099624,92,33,4,"palmers green","Thames Water",48600,"Enfield","rail",0,1,0,0.7407088,664000,538149.14274745,-0.189534423573117,0
"1676",4261,NA,NA,"F","N","L",NA,NA,NA,NA,"E8","C",52.93,2,1.6,1.4,183,155,"Average","rental (private)",51.541661,-0.070537,15,20,2,"haggerston","Thames Water",53300,"Hackney","light_rail",0,0,1,0.3597906,471000,381728.669861866,-0.189535732777354,0
"1677",9771,NA,NA,"T","N","F",NA,NA,NA,NA,"SE27","E",84,5,5,2.1,333,140,"Good","owner-occupied",51.431096,-0.113062,28,86,3,"west norwood","Thames Water",53400,"Lambeth","rail",0,1,0,0.7382232,645000,522664.301984437,-0.189667748861337,0
"1678",2698,NA,NA,"F","N","L",NA,NA,NA,NA,"SW4","E",67,5,4.8,1.7,380,131,"Average","rental (social)",51.472706,-0.12825,62,9,2,"stockwell","Thames Water",49100,"Lambeth","tube",2,0,0,0.3753256,529000,428557.361815046,-0.189872661975339,0
"1679",10807,NA,NA,"T","N","F",NA,NA,NA,NA,"SW11","F",90.84,5,8.2,6.6,495,386,"Very Poor","owner-occupied",51.464957,-0.153948,81,20,2,"clapham common","Thames Water",80600,"Wandsworth","tube",1,0,0,0.8867378,1017000,823355.777754929,-0.190407298176077,0
"1680",8680,NA,NA,"D","N","F",NA,NA,NA,NA,"EN2","D",56,3,3.1,1,319,95,"Average","owner-occupied",51.654109,-0.09848,104,59,5,"enfield chase","Thames Water",54900,"Enfield","rail",0,1,0,0.5816304,506000,409593.952669008,-0.190525785239114,0
"1681",1626,NA,NA,"F","N","L",NA,NA,NA,NA,"CR0","D",76,3,2.9,2.7,225,213,"Good","owner-occupied",51.36956,-0.084848,13,81,3,"lloyd park","Thames Water",58200,"Croydon","light_rail",0,0,1,0.4486508,398000,322119.549996488,-0.190654396993749,0
"1682",5674,NA,NA,"S","N","F",NA,NA,NA,NA,"KT1","D",90,5,5.1,1.9,271,89,"Good","owner-occupied",51.403636,-0.295172,92,14,5,"berrylands","Thames Water",64600,"Kingston upon Thames","rail",0,1,0,0.8065772,720000,582699.0447527,-0.190695771176806,0
"1683",14437,NA,NA,"D","N","F",NA,NA,NA,NA,"NW7","E",326,9,8.3,6.5,117,88,"Good","owner-occupied",51.632832,-0.242695,53,141,4,"mill hill broadway","Affinity Water",58000,"Barnet","rail",0,1,0,1.699529,2288000,1851209.70149506,-0.190904850745166,0
"1684",11306,NA,NA,"T","N","F",NA,NA,NA,NA,"SE18","E",60,3,3.7,1.1,351,104,"Average","owner-occupied",51.478276,0.085227,92,63,4,"plumstead","Thames Water",49700,"Greenwich","rail",0,1,0,1.0681866,388000,313904.472636669,-0.190967854029203,0
"1685",9449,NA,NA,"F","N","L",NA,NA,NA,NA,"W3","D",42,2,1.9,1.1,252,153,"Good","rental (private)",51.506426,-0.263044,155,13,2,"acton central","Thames Water",72900,"Ealing","light_rail",0,0,1,0.3088358,417000,337307.517512346,-0.191109070713799,0
"1686",12790,NA,NA,"F","N","L",NA,NA,NA,NA,"KT6","E",64,3,4.8,1.5,429,136,"Average","owner-occupied",51.396908,-0.303716,30,21,6,"surbiton","Thames Water",59900,"Kingston upon Thames","rail",0,1,0,0.2379962,433000,350213.048452953,-0.191193883480478,0
"1687",2110,NA,NA,"T","N","F",NA,NA,NA,NA,"N8","C",154,7,5,2.8,182,100,"Good","owner-occupied",51.588809,-0.125882,83,38,3,"hornsey","Thames Water",63900,"Haringey","rail",0,1,0,0.7916636,1423000,1150710.20097655,-0.191349120887881,0
"1688",15701,NA,NA,"F","N","L",NA,NA,NA,NA,"RM2","C",49,3,1.3,1.2,152,143,"Good","owner-occupied",51.584499,0.21095,84,31,6,"gidea park","Essex & Suffolk Water",52600,"Havering","rail",0,1,0,0.3280992,268000,216681.82306175,-0.191485734844216,0
"1689",1088,NA,NA,"F","N","L",NA,NA,NA,NA,"DA14","D",69,3,3,1.9,247,154,"Average","owner-occupied",51.430975,0.121239,151,43,5,"albany park","Thames Water",50500,"Bexley","rail",0,1,0,0.7295236,310000,250525.7762643,-0.191852334631292,0
"1690",6432,NA,NA,"F","N","L",NA,NA,NA,NA,"NW7","C",75,3,1.9,1.6,145,125,"Average","owner-occupied",51.607404,-0.209523,80,62,4,"mill hill east","Thames Water",55000,"Barnet","tube",1,0,0,0.2168686,513000,413897.843851347,-0.193181590933047,0
"1691",9298,NA,NA,"F","N","L",NA,NA,NA,NA,"SE20","D",61,3,3,1.1,277,105,"Very Poor","rental (private)",51.416564,-0.069426,153,63,3,"crystal palace","Thames Water",54200,"Bromley","light_rail",0,1,1,0.4020458,412000,332334.730391764,-0.193362304874359,0
"1692",11433,NA,NA,"D","N","F",NA,NA,NA,NA,"RM11","D",116,6,5.6,2.1,276,103,"Average","owner-occupied",51.564395,0.202729,23,27,6,"emerson park","Essex & Suffolk Water",49900,"Havering","light_rail",0,0,1,1.205516,578000,465973.768139951,-0.193817010138493,0
"1693",14506,NA,NA,"S","N","F",NA,NA,NA,NA,"TW7","C",68,5,2.5,0.8,210,64,"Average","rental (private)",51.460874,-0.348014,65,17,5,"hounslow","Thames Water",58400,"Hounslow","rail",0,1,0,0.9209148,507000,408650.419933132,-0.193983392636821,0
"1694",823,NA,NA,"F","N","L",NA,NA,NA,NA,"SW16","B",45.74,2,0.8,0.8,87,87,"Good","owner-occupied",51.41019,-0.138454,63,31,3,"streatham common","Thames Water",53700,"Croydon","rail",0,1,0,1.0103964,264000,212635.587592255,-0.194562168211156,0
"1695",3690,NA,NA,"D","N","F",NA,NA,NA,NA,"HA4","F",79,4,8.9,3.2,622,214,"Poor","owner-occupied",51.583597,-0.430962,8,54,6,"ruislip","Affinity Water",60400,"Hillingdon","tube",2,0,0,0.9700054,718000,578113.371900265,-0.194828172840856,0
"1696",15773,NA,NA,"S","N","F",NA,NA,NA,NA,"NW11","E",155.7,7,9.5,7.8,365,298,"Good","owner-occupied",51.58953,-0.192643,41,63,4,"finchley central","Affinity Water",58800,"Barnet","tube",1,0,0,1.196195,1241000,999128.24409743,-0.194900689687809,0
"1697",13147,NA,NA,"F","N","L",NA,NA,NA,NA,"SW2","C",55.7,3,2.1,2.1,230,222,"Very Poor","rental (private)",51.453095,-0.115437,129,31,2,"herne hill","Thames Water",45100,"Lambeth","rail",0,1,0,0.8643674,5e+05,402431.410133553,-0.195137179732895,0
"1698",13775,NA,NA,"T","N","F",NA,NA,NA,NA,"BR4","E",106,5,5.5,2.5,322,148,"Average","owner-occupied",51.378969,-0.017924,73,73,5,"west wickham","Thames Water",57200,"Bromley","rail",0,1,0,0.3653832,622000,500404.606179835,-0.195490986849139,0
"1699",11819,NA,NA,"F","N","L",NA,NA,NA,NA,"SW18","C",69,3,1.8,1.7,138,130,"Average","owner-occupied",51.440977,-0.203953,73,19,3,"southfields","Thames Water",76700,"Wandsworth","tube",1,0,0,0.375947,666000,535730.094871167,-0.195600458151401,0
"1700",3364,NA,NA,"S","N","F",NA,NA,NA,NA,"KT2","E",100,5,5.5,2.5,310,138,"Average","owner-occupied",51.420584,-0.291247,96,12,5,"norbiton","Thames Water",59400,"Kingston upon Thames","rail",0,1,0,0.7817212,831000,668340.802450965,-0.195739106557202,0
"1701",9304,NA,NA,"S","N","F",NA,NA,NA,NA,"BR5","E",88,5,6,1.1,386,71,"Average","owner-occupied",51.383714,0.105946,32,51,6,"st mary cray","Thames Water",59500,"Bromley","rail",0,1,0,1.1545612,506000,406841.071043868,-0.195966262759154,0
"1702",13073,NA,NA,"S","N","F",NA,NA,NA,NA,"KT5","D",123,6,4.3,1.8,197,81,"Good","rental (private)",51.400958,-0.292813,98,23,5,"berrylands","Thames Water",63900,"Kingston upon Thames","rail",0,1,0,0.8966802,880000,706691.91298218,-0.196941007974796,0
